Benchmark,calls,score
zlib,direct,12212
Typescript,direct,4960
Score (version 9),direct,4155
Richards,direct,3587
DeltaBlue,direct,6023
Crypto,direct,5167
RayTrace,direct,7673
EarleyBoyer,direct,4728
RegExp,direct,742
Splay,direct,3273
SplayLatency,direct,8158
NavierStokes,direct,5062
PdfJS,direct,1879
Mandreel,direct,2780
MandreelLatency,direct,6674
Gameboy,direct,3845
CodeLoad,direct,3242
Box2D,direct,3256
zlib,direct,12205
Typescript,direct,4816
Score (version 9),direct,4162
Richards,direct,3573
DeltaBlue,direct,6030
Crypto,direct,5092
RayTrace,direct,7510
EarleyBoyer,direct,4772
RegExp,direct,753
Splay,direct,3341
SplayLatency,direct,8293
NavierStokes,direct,5062
PdfJS,direct,1882
Mandreel,direct,2753
MandreelLatency,direct,6612
Gameboy,direct,3838
CodeLoad,direct,3208
Box2D,direct,3072
zlib,direct,12174
Typescript,direct,4829
Score (version 9),direct,4146
Richards,direct,3558
DeltaBlue,direct,6043
Crypto,direct,5140
RayTrace,direct,7503
EarleyBoyer,direct,4590
RegExp,direct,744
Splay,direct,3273
SplayLatency,direct,8310
NavierStokes,direct,5057
PdfJS,direct,1878
Mandreel,direct,2771
MandreelLatency,direct,6449
Gameboy,direct,3835
CodeLoad,direct,3225
Box2D,direct,2990
zlib,direct,12206
Typescript,direct,4780
Score (version 9),direct,4118
Richards,direct,3587
DeltaBlue,direct,6142
Crypto,direct,5041
RayTrace,direct,7576
EarleyBoyer,direct,4744
RegExp,direct,755
Splay,direct,3203
SplayLatency,direct,8034
NavierStokes,direct,5057
PdfJS,direct,1924
Mandreel,direct,2770
MandreelLatency,direct,6701
Gameboy,direct,3271
CodeLoad,direct,3206
Box2D,direct,3031
zlib,direct,12185
Typescript,direct,4848
Score (version 9),direct,4101
Richards,direct,3618
DeltaBlue,direct,6083
Crypto,direct,5153
RayTrace,direct,7614
EarleyBoyer,direct,4778
RegExp,direct,750
Splay,direct,2518
SplayLatency,direct,4008
NavierStokes,direct,5057
PdfJS,direct,1947
Mandreel,direct,2773
MandreelLatency,direct,6737
Gameboy,direct,3891
CodeLoad,direct,3220
Box2D,direct,3319
zlib,direct,12213
Typescript,direct,4825
Score (version 9),direct,3954
Richards,direct,3580
DeltaBlue,direct,5990
Crypto,direct,5179
RayTrace,direct,7540
EarleyBoyer,direct,4728
RegExp,direct,750
Splay,direct,3278
SplayLatency,direct,9261
NavierStokes,direct,5025
PdfJS,direct,1891
Mandreel,direct,2760
MandreelLatency,direct,6710
Gameboy,direct,3820
CodeLoad,direct,3226
Box2D,direct,3336
zlib,direct,12195
Typescript,direct,4826
Score (version 9),direct,4194
Richards,direct,3580
DeltaBlue,direct,6103
Crypto,direct,5126
RayTrace,direct,7548
EarleyBoyer,direct,4699
RegExp,direct,754
Splay,direct,2914
SplayLatency,direct,9463
NavierStokes,direct,5057
PdfJS,direct,1945
Mandreel,direct,2768
MandreelLatency,direct,6746
Gameboy,direct,3859
CodeLoad,direct,3237
Box2D,direct,3259
zlib,direct,12217
Typescript,direct,4836
Score (version 9),direct,4181
Richards,direct,3573
DeltaBlue,direct,6129
Crypto,direct,5157
RayTrace,direct,7548
EarleyBoyer,direct,4758
RegExp,direct,751
Splay,direct,3387
SplayLatency,direct,8330
NavierStokes,direct,5057
PdfJS,direct,1936
Mandreel,direct,2765
MandreelLatency,direct,6517
Gameboy,direct,3876
CodeLoad,direct,3251
Box2D,direct,3125
zlib,direct,12165
Typescript,direct,4961
Score (version 9),direct,4178
Richards,direct,3562
DeltaBlue,direct,6143
Crypto,direct,5207
RayTrace,direct,7495
EarleyBoyer,direct,4739
RegExp,direct,754
Splay,direct,3240
SplayLatency,direct,7935
NavierStokes,direct,5057
PdfJS,direct,1899
Mandreel,direct,2773
MandreelLatency,direct,6612
Gameboy,direct,3873
CodeLoad,direct,3236
Box2D,direct,3289
zlib,direct,12220
Typescript,direct,4845
Score (version 9),direct,4162
Richards,direct,3587
DeltaBlue,direct,6050
Crypto,direct,5170
RayTrace,direct,7642
EarleyBoyer,direct,4745
RegExp,direct,749
Splay,direct,3219
SplayLatency,direct,8170
NavierStokes,direct,5062
PdfJS,direct,1910
Mandreel,direct,2759
MandreelLatency,direct,6629
Gameboy,direct,3315
CodeLoad,direct,3242
Box2D,direct,3114
zlib,direct,12173
Typescript,direct,4798
Score (version 9),direct,4114
Richards,direct,3580
DeltaBlue,direct,5958
Crypto,direct,5170
RayTrace,direct,7635
EarleyBoyer,direct,4733
RegExp,direct,751
Splay,direct,3256
SplayLatency,direct,8149
NavierStokes,direct,5062
PdfJS,direct,1917
Mandreel,direct,2774
MandreelLatency,direct,6594
Gameboy,direct,3841
CodeLoad,direct,3248
Box2D,direct,3117
zlib,direct,12208
Typescript,direct,4829
Score (version 9),direct,4152
Richards,direct,3587
DeltaBlue,direct,6083
Crypto,direct,5194
RayTrace,direct,7614
EarleyBoyer,direct,4720
RegExp,direct,750
Splay,direct,3255
SplayLatency,direct,9085
NavierStokes,direct,5041
PdfJS,direct,1929
Mandreel,direct,2775
MandreelLatency,direct,6728
Gameboy,direct,3886
CodeLoad,direct,3230
Box2D,direct,3323
zlib,direct,12210
Typescript,direct,4816
Score (version 9),direct,4205
Richards,direct,3576
DeltaBlue,direct,6083
Crypto,direct,5178
RayTrace,direct,7584
EarleyBoyer,direct,4773
RegExp,direct,755
Splay,direct,3255
SplayLatency,direct,9362
NavierStokes,direct,5046
PdfJS,direct,1898
Mandreel,direct,2771
MandreelLatency,direct,6701
Gameboy,direct,3864
CodeLoad,direct,3240
Box2D,direct,3119
zlib,direct,12206
Typescript,direct,4816
Score (version 9),direct,4193
Richards,direct,3583
DeltaBlue,direct,6089
Crypto,direct,5142
RayTrace,direct,7614
EarleyBoyer,direct,4739
RegExp,direct,754
Splay,direct,3232
SplayLatency,direct,7996
NavierStokes,direct,5053
PdfJS,direct,1875
Mandreel,direct,2773
MandreelLatency,direct,6585
Gameboy,direct,3830
CodeLoad,direct,3241
Box2D,direct,3111
zlib,direct,12215
Typescript,direct,4823
Score (version 9),direct,4142
Richards,direct,3573
DeltaBlue,direct,6050
Crypto,direct,5062
RayTrace,direct,7701
EarleyBoyer,direct,4696
RegExp,direct,753
Splay,direct,2890
SplayLatency,direct,9545
NavierStokes,direct,5031
PdfJS,direct,1889
Mandreel,direct,2757
MandreelLatency,direct,6674
Gameboy,direct,3842
CodeLoad,direct,3182
Box2D,direct,3108
zlib,direct,12203
Typescript,direct,4800
Score (version 9),direct,4149
Richards,direct,3587
DeltaBlue,direct,6023
Crypto,direct,5092
RayTrace,direct,7370
EarleyBoyer,direct,4628
RegExp,direct,750
Splay,direct,3378
SplayLatency,direct,8417
NavierStokes,direct,5053
PdfJS,direct,1821
Mandreel,direct,2755
MandreelLatency,direct,6719
Gameboy,direct,3828
CodeLoad,direct,3183
Box2D,direct,3046
zlib,direct,12226
Typescript,direct,4844
Score (version 9),direct,4133
Richards,direct,3594
DeltaBlue,direct,6136
Crypto,direct,5137
RayTrace,direct,7584
EarleyBoyer,direct,4745
RegExp,direct,746
Splay,direct,3366
SplayLatency,direct,8407
NavierStokes,direct,5046
PdfJS,direct,1872
Mandreel,direct,2774
MandreelLatency,direct,6517
Gameboy,direct,3862
CodeLoad,direct,3228
Box2D,direct,3288
zlib,direct,12162
Typescript,direct,4847
Score (version 9),direct,4174
Richards,direct,3576
DeltaBlue,direct,6070
Crypto,direct,5199
RayTrace,direct,7540
EarleyBoyer,direct,4717
RegExp,direct,752
Splay,direct,3305
SplayLatency,direct,8211
NavierStokes,direct,5053
PdfJS,direct,1880
Mandreel,direct,2790
MandreelLatency,direct,6612
Gameboy,direct,3875
CodeLoad,direct,3239
Box2D,direct,3286
zlib,direct,12201
Typescript,direct,4809
Score (version 9),direct,4169
Richards,direct,3594
DeltaBlue,direct,6004
Crypto,direct,5188
RayTrace,direct,7444
EarleyBoyer,direct,4755
RegExp,direct,749
Splay,direct,3318
SplayLatency,direct,9197
NavierStokes,direct,5020
PdfJS,direct,1921
Mandreel,direct,2760
MandreelLatency,direct,6719
Gameboy,direct,3876
CodeLoad,direct,3213
Box2D,direct,3268
zlib,direct,12187
Typescript,direct,4823
Score (version 9),direct,4196
Richards,direct,3555
DeltaBlue,direct,5990
Crypto,direct,5048
RayTrace,direct,7569
EarleyBoyer,direct,4709
RegExp,direct,749
Splay,direct,3227
SplayLatency,direct,8072
NavierStokes,direct,5053
PdfJS,direct,1916
Mandreel,direct,2757
MandreelLatency,direct,6656
Gameboy,direct,3305
CodeLoad,direct,3242
Box2D,direct,3400
zlib,direct,12216
Typescript,direct,4850
Score (version 9),direct,4122
Richards,direct,3580
DeltaBlue,direct,6010
Crypto,direct,5118
RayTrace,direct,7701
EarleyBoyer,direct,4734
RegExp,direct,750
Splay,direct,3260
SplayLatency,direct,8033
NavierStokes,direct,5062
PdfJS,direct,1879
Mandreel,direct,2779
MandreelLatency,direct,6638
Gameboy,direct,3890
CodeLoad,direct,3211
Box2D,direct,3247
zlib,direct,12203
Typescript,direct,4776
Score (version 9),direct,4154
Richards,indirect,3569
DeltaBlue,indirect,6070
Crypto,indirect,5198
RayTrace,indirect,7533
EarleyBoyer,indirect,4764
RegExp,indirect,751
Splay,indirect,3240
SplayLatency,indirect,8187
NavierStokes,indirect,5057
PdfJS,indirect,1629
Mandreel,indirect,2786
MandreelLatency,indirect,6674
Gameboy,indirect,3885
CodeLoad,indirect,3250
Box2D,indirect,3329
zlib,indirect,12202
Typescript,indirect,4765
Score (version 9),indirect,4134
Richards,indirect,3566
DeltaBlue,indirect,6050
Crypto,indirect,5209
RayTrace,indirect,7510
EarleyBoyer,indirect,4648
RegExp,indirect,757
Splay,indirect,3395
SplayLatency,indirect,8419
NavierStokes,indirect,5062
PdfJS,indirect,1852
Mandreel,indirect,2757
MandreelLatency,indirect,6491
Gameboy,indirect,3854
CodeLoad,indirect,3245
Box2D,indirect,3260
zlib,indirect,12224
Typescript,indirect,4797
Score (version 9),indirect,4164
Richards,indirect,3551
DeltaBlue,indirect,6096
Crypto,indirect,5160
RayTrace,indirect,7459
EarleyBoyer,indirect,4747
RegExp,indirect,741
Splay,indirect,3208
SplayLatency,indirect,8285
NavierStokes,indirect,5053
PdfJS,indirect,1882
Mandreel,indirect,2728
MandreelLatency,indirect,6674
Gameboy,indirect,3873
CodeLoad,indirect,3222
Box2D,indirect,3112
zlib,indirect,12200
Typescript,indirect,4793
Score (version 9),indirect,4138
Richards,indirect,3544
DeltaBlue,indirect,6056
Crypto,indirect,5180
RayTrace,indirect,7548
EarleyBoyer,indirect,4688
RegExp,indirect,753
Splay,indirect,2871
SplayLatency,indirect,5538
NavierStokes,indirect,5062
PdfJS,indirect,1944
Mandreel,indirect,2768
MandreelLatency,indirect,6683
Gameboy,indirect,3868
CodeLoad,indirect,3244
Box2D,indirect,3142
zlib,indirect,12219
Typescript,indirect,4826
Score (version 9),indirect,4035
Richards,indirect,3573
DeltaBlue,indirect,5997
Crypto,indirect,5165
RayTrace,indirect,7622
EarleyBoyer,indirect,4681
RegExp,indirect,757
Splay,indirect,2912
SplayLatency,indirect,9498
NavierStokes,indirect,5048
PdfJS,indirect,1973
Mandreel,indirect,2765
MandreelLatency,indirect,6773
Gameboy,indirect,3880
CodeLoad,indirect,3241
Box2D,indirect,3355
zlib,indirect,12209
Typescript,indirect,4814
Score (version 9),indirect,4193
Richards,indirect,3594
DeltaBlue,indirect,6063
Crypto,indirect,5161
RayTrace,indirect,7422
EarleyBoyer,indirect,4670
RegExp,indirect,754
Splay,indirect,2952
SplayLatency,indirect,9561
NavierStokes,indirect,5041
PdfJS,indirect,1958
Mandreel,indirect,2755
MandreelLatency,indirect,6665
Gameboy,indirect,3368
CodeLoad,indirect,3222
Box2D,indirect,3136
zlib,indirect,12217
Typescript,indirect,4834
Score (version 9),indirect,4135
Richards,indirect,3566
DeltaBlue,indirect,6070
Crypto,indirect,5148
RayTrace,indirect,7642
EarleyBoyer,indirect,4690
RegExp,indirect,749
Splay,indirect,2955
SplayLatency,indirect,9540
NavierStokes,indirect,5053
PdfJS,indirect,1911
Mandreel,indirect,2760
MandreelLatency,indirect,6755
Gameboy,indirect,3857
CodeLoad,indirect,3228
Box2D,indirect,3339
zlib,indirect,12217
Typescript,indirect,4802
Score (version 9),indirect,4185
Richards,indirect,3562
DeltaBlue,indirect,5951
Crypto,indirect,5197
RayTrace,indirect,7488
EarleyBoyer,indirect,4658
RegExp,indirect,743
Splay,indirect,3374
SplayLatency,indirect,8365
NavierStokes,indirect,5057
PdfJS,indirect,1838
Mandreel,indirect,2771
MandreelLatency,indirect,6483
Gameboy,indirect,3843
CodeLoad,indirect,3255
Box2D,indirect,3095
zlib,indirect,12201
Typescript,indirect,4928
Score (version 9),indirect,4144
Richards,indirect,3523
DeltaBlue,indirect,5997
Crypto,indirect,5157
RayTrace,indirect,7650
EarleyBoyer,indirect,4673
RegExp,indirect,757
Splay,indirect,2931
SplayLatency,indirect,9506
NavierStokes,indirect,5046
PdfJS,indirect,1966
Mandreel,indirect,2768
MandreelLatency,indirect,6719
Gameboy,indirect,3860
CodeLoad,indirect,3241
Box2D,indirect,3303
zlib,indirect,12191
Typescript,indirect,4784
Score (version 9),indirect,4181
Richards,indirect,3580
DeltaBlue,indirect,6123
Crypto,indirect,5169
RayTrace,indirect,7518
EarleyBoyer,indirect,4706
RegExp,indirect,757
Splay,indirect,3287
SplayLatency,indirect,9396
NavierStokes,indirect,5036
PdfJS,indirect,1933
Mandreel,indirect,2764
MandreelLatency,indirect,6692
Gameboy,indirect,3885
CodeLoad,indirect,3237
Box2D,indirect,3100
zlib,indirect,12183
Typescript,indirect,4793
Score (version 9),indirect,4194
Richards,indirect,3594
DeltaBlue,indirect,6070
Crypto,indirect,5079
RayTrace,indirect,7452
EarleyBoyer,indirect,4726
RegExp,indirect,750
Splay,indirect,3167
SplayLatency,indirect,8028
NavierStokes,indirect,5057
PdfJS,indirect,1920
Mandreel,indirect,2767
MandreelLatency,indirect,6674
Gameboy,indirect,3253
CodeLoad,indirect,3247
Box2D,indirect,3321
zlib,indirect,12208
Typescript,indirect,4835
Score (version 9),indirect,4113
Richards,indirect,3597
DeltaBlue,indirect,6010
Crypto,indirect,5099
RayTrace,indirect,7518
EarleyBoyer,indirect,4744
RegExp,indirect,743
Splay,indirect,3390
SplayLatency,indirect,8337
NavierStokes,indirect,5046
PdfJS,indirect,1901
Mandreel,indirect,2754
MandreelLatency,indirect,6441
Gameboy,indirect,3840
CodeLoad,indirect,3249
Box2D,indirect,3114
zlib,indirect,12191
Typescript,indirect,4919
Score (version 9),indirect,4155
Richards,indirect,3597
DeltaBlue,indirect,6043
Crypto,indirect,5133
RayTrace,indirect,7665
EarleyBoyer,indirect,4709
RegExp,indirect,749
Splay,indirect,3276
SplayLatency,indirect,8165
NavierStokes,indirect,5041
PdfJS,indirect,1885
Mandreel,indirect,2767
MandreelLatency,indirect,6577
Gameboy,indirect,3827
CodeLoad,indirect,3236
Box2D,indirect,3090
zlib,indirect,12189
Typescript,indirect,4825
Score (version 9),indirect,4144
Richards,indirect,3597
DeltaBlue,indirect,6043
Crypto,indirect,5156
RayTrace,indirect,7459
EarleyBoyer,indirect,4738
RegExp,indirect,749
Splay,indirect,3208
SplayLatency,indirect,8134
NavierStokes,indirect,5036
PdfJS,indirect,1897
Mandreel,indirect,2771
MandreelLatency,indirect,6764
Gameboy,indirect,3814
CodeLoad,indirect,3222
Box2D,indirect,3114
zlib,indirect,12182
Typescript,indirect,4793
Score (version 9),indirect,4141
Richards,indirect,3566
DeltaBlue,indirect,6096
Crypto,indirect,5207
RayTrace,indirect,7635
EarleyBoyer,indirect,4689
RegExp,indirect,759
Splay,indirect,2928
SplayLatency,indirect,9498
NavierStokes,indirect,5036
PdfJS,indirect,1931
Mandreel,indirect,2768
MandreelLatency,indirect,6728
Gameboy,indirect,3862
CodeLoad,indirect,3240
Box2D,indirect,3301
zlib,indirect,12216
Typescript,indirect,4770
Score (version 9),indirect,4187
Richards,indirect,3558
DeltaBlue,indirect,6129
Crypto,indirect,5203
RayTrace,indirect,7592
EarleyBoyer,indirect,4684
RegExp,indirect,757
Splay,indirect,3204
SplayLatency,indirect,5380
NavierStokes,indirect,5020
PdfJS,indirect,1928
Mandreel,indirect,2771
MandreelLatency,indirect,6692
Gameboy,indirect,3851
CodeLoad,indirect,3223
Box2D,indirect,3117
zlib,indirect,12184
Typescript,indirect,4786
Score (version 9),indirect,4051
Richards,indirect,3580
DeltaBlue,indirect,6056
Crypto,indirect,5123
RayTrace,indirect,7540
EarleyBoyer,indirect,4699
RegExp,indirect,752
Splay,indirect,3110
SplayLatency,indirect,8141
NavierStokes,indirect,5031
PdfJS,indirect,1927
Mandreel,indirect,2755
MandreelLatency,indirect,6692
Gameboy,indirect,3245
CodeLoad,indirect,3257
Box2D,indirect,3320
zlib,indirect,12182
Typescript,indirect,4810
Score (version 9),indirect,4112
Richards,indirect,3562
DeltaBlue,indirect,5977
Crypto,indirect,5197
RayTrace,indirect,7658
EarleyBoyer,indirect,4670
RegExp,indirect,753
Splay,indirect,2909
SplayLatency,indirect,9580
NavierStokes,indirect,5048
PdfJS,indirect,1919
Mandreel,indirect,2773
MandreelLatency,indirect,6710
Gameboy,indirect,3841
CodeLoad,indirect,3203
Box2D,indirect,3324
zlib,indirect,12166
Typescript,indirect,4801
Score (version 9),indirect,4176
Richards,indirect,3597
DeltaBlue,indirect,6050
Crypto,indirect,5194
RayTrace,indirect,7503
EarleyBoyer,indirect,4692
RegExp,indirect,747
Splay,indirect,3248
SplayLatency,indirect,9275
NavierStokes,indirect,5041
PdfJS,indirect,1902
Mandreel,indirect,2773
MandreelLatency,indirect,6701
Gameboy,indirect,3856
CodeLoad,indirect,3239
Box2D,indirect,3432
zlib,indirect,12172
Typescript,indirect,4813
Score (version 9),indirect,4204
Richards,indirect,3597
DeltaBlue,indirect,6076
Crypto,indirect,5130
RayTrace,indirect,7459
EarleyBoyer,indirect,4744
RegExp,indirect,751
Splay,indirect,3015
SplayLatency,indirect,7938
NavierStokes,indirect,5046
PdfJS,indirect,1940
Mandreel,indirect,2775
MandreelLatency,indirect,6746
Gameboy,indirect,3252
CodeLoad,indirect,3236
Box2D,indirect,3330
zlib,indirect,12204
Typescript,indirect,4794
Score (version 9),indirect,4106
Richards,indirect,3615
DeltaBlue,indirect,6063
Crypto,indirect,5199
RayTrace,indirect,7533
EarleyBoyer,indirect,4671
RegExp,indirect,756
Splay,indirect,2914
SplayLatency,indirect,9542
NavierStokes,indirect,5057
PdfJS,indirect,1893
Mandreel,indirect,2740
MandreelLatency,indirect,6674
Gameboy,indirect,3823
CodeLoad,indirect,3211
Box2D,indirect,3163
zlib,indirect,12205
Typescript,indirect,4787
Score (version 9),indirect,4160
Richards,indirect,3569
DeltaBlue,indirect,6050
Crypto,indirect,5167
RayTrace,indirect,7554
EarleyBoyer,indirect,4723
RegExp,indirect,754
Splay,indirect,3289
SplayLatency,indirect,8225
NavierStokes,indirect,5062
PdfJS,indirect,1898
Mandreel,indirect,2760
MandreelLatency,indirect,6656
Gameboy,indirect,3854
CodeLoad,indirect,3247
Box2D,indirect,3303
zlib,indirect,12213
Typescript,indirect,4848
Score (version 9),indirect,4171
Richards,indirect,3604
DeltaBlue,indirect,6056
Crypto,indirect,5196
RayTrace,indirect,7518
EarleyBoyer,indirect,4733
RegExp,indirect,751
Splay,indirect,3278
SplayLatency,indirect,9352
NavierStokes,indirect,5020
PdfJS,indirect,1978
Mandreel,indirect,2770
MandreelLatency,indirect,6719
Gameboy,indirect,3888
CodeLoad,indirect,3247
Box2D,indirect,3267
zlib,indirect,12211
Typescript,indirect,4772
Score (version 9),indirect,4212
Richards,indirect,3569
DeltaBlue,indirect,6083
Crypto,indirect,5197
RayTrace,indirect,7701
EarleyBoyer,indirect,4715
RegExp,indirect,750
Splay,indirect,3239
SplayLatency,indirect,8908
NavierStokes,indirect,5031
PdfJS,indirect,1906
Mandreel,indirect,2756
MandreelLatency,indirect,6737
Gameboy,indirect,3876
CodeLoad,indirect,3224
Box2D,indirect,3296
zlib,indirect,12209
Typescript,indirect,4801
Score (version 9),indirect,4192
Richards,indirect,3548
DeltaBlue,indirect,6083
Crypto,indirect,5199
RayTrace,indirect,7554
EarleyBoyer,indirect,4650
RegExp,indirect,735
Splay,indirect,2987
SplayLatency,indirect,9583
NavierStokes,indirect,5041
PdfJS,indirect,1951
Mandreel,indirect,2739
MandreelLatency,indirect,6620
Gameboy,indirect,3370
CodeLoad,indirect,3202
Box2D,indirect,3086
zlib,indirect,12188
Typescript,indirect,4771
Score (version 9),indirect,4122
Richards,indirect,3580
DeltaBlue,indirect,6043
Crypto,indirect,5183
RayTrace,indirect,7607
EarleyBoyer,indirect,4772
RegExp,indirect,754
Splay,indirect,3281
SplayLatency,indirect,9280
NavierStokes,indirect,5031
PdfJS,indirect,1919
Mandreel,indirect,2762
MandreelLatency,indirect,6692
Gameboy,indirect,3859
CodeLoad,indirect,3225
Box2D,indirect,3278
zlib,indirect,12177
Typescript,indirect,4797
Score (version 9),indirect,4202
Richards,indirect,3569
DeltaBlue,indirect,6076
Crypto,indirect,5160
RayTrace,indirect,7584
EarleyBoyer,indirect,4723
RegExp,indirect,749
Splay,indirect,3186
SplayLatency,indirect,8076
NavierStokes,indirect,5041
PdfJS,indirect,1860
Mandreel,indirect,2784
MandreelLatency,indirect,6764
Gameboy,indirect,3276
CodeLoad,indirect,3230
Box2D,indirect,3269
zlib,indirect,12225
Typescript,indirect,4813
Score (version 9),indirect,4114
Richards,indirect,3608
DeltaBlue,indirect,5984
Crypto,indirect,5184
RayTrace,indirect,7540
EarleyBoyer,indirect,4634
RegExp,indirect,751
Splay,indirect,3378
SplayLatency,indirect,8497
NavierStokes,indirect,5062
PdfJS,indirect,1831
Mandreel,indirect,2766
MandreelLatency,indirect,6647
Gameboy,indirect,3190
CodeLoad,indirect,3248
Box2D,indirect,3110
zlib,indirect,12215
Typescript,indirect,4819
Score (version 9),indirect,4110
Richards,indirect,3597
DeltaBlue,indirect,6037
Crypto,indirect,5145
RayTrace,indirect,7488
EarleyBoyer,indirect,4635
RegExp,indirect,747
Splay,indirect,3250
SplayLatency,indirect,9261
NavierStokes,indirect,5046
PdfJS,indirect,1909
Mandreel,indirect,2764
MandreelLatency,indirect,6701
Gameboy,indirect,3837
CodeLoad,indirect,3233
Box2D,indirect,3100
zlib,indirect,12209
Typescript,indirect,4771
Score (version 9),indirect,4170
Richards,indirect,3594
DeltaBlue,indirect,6011
Crypto,indirect,5162
RayTrace,indirect,7576
EarleyBoyer,indirect,4764
RegExp,indirect,750
Splay,indirect,3232
SplayLatency,indirect,8102
NavierStokes,indirect,5053
PdfJS,indirect,1892
Mandreel,indirect,2736
MandreelLatency,indirect,6500
Gameboy,indirect,3843
CodeLoad,indirect,3208
Box2D,indirect,3460
zlib,indirect,12198
Typescript,indirect,4786
Score (version 9),indirect,4160
