Benchmark,calls,score
EarleyBoyer,indirect,14949
RegExp,indirect,1868
Splay,indirect,7245
SplayLatency,indirect,19001
NavierStokes,indirect,11996
PdfJS,indirect,6478
Mandreel,indirect,9156
MandreelLatency,indirect,19704
Gameboy,indirect,16550
CodeLoad,indirect,9245
Box2D,indirect,5275
zlib,indirect,25679
Typescript,indirect,14542
Score (version 9),indirect,11174
Richards,indirect,10817
DeltaBlue,indirect,18969
Crypto,indirect,10708
RayTrace,indirect,26513
EarleyBoyer,indirect,16040
RegExp,indirect,2295
Splay,indirect,7245
SplayLatency,indirect,20370
NavierStokes,indirect,12036
PdfJS,indirect,6976
Mandreel,indirect,9282
MandreelLatency,indirect,20515
Gameboy,indirect,17271
CodeLoad,indirect,9594
Box2D,indirect,9172
zlib,indirect,26239
Typescript,indirect,15183
Score (version 9),indirect,12230
Richards,indirect,9680
DeltaBlue,indirect,18242
Crypto,indirect,10475
RayTrace,indirect,25012
EarleyBoyer,indirect,14552
RegExp,indirect,2264
Splay,indirect,7603
SplayLatency,indirect,20872
NavierStokes,indirect,11901
PdfJS,indirect,6455
Mandreel,indirect,7757
MandreelLatency,indirect,16899
Gameboy,indirect,13522
CodeLoad,indirect,8501
Box2D,indirect,6455
zlib,indirect,26203
Typescript,indirect,15183
Score (version 9),indirect,11230
Richards,indirect,8953
DeltaBlue,indirect,16615
Crypto,indirect,10231
RayTrace,indirect,24026
EarleyBoyer,indirect,13861
RegExp,indirect,2108
Splay,indirect,7399
SplayLatency,indirect,17834
NavierStokes,indirect,11189
PdfJS,indirect,5968
Mandreel,indirect,8324
MandreelLatency,indirect,18464
Gameboy,indirect,15291
CodeLoad,indirect,9079
Box2D,indirect,7583
zlib,indirect,25533
Typescript,indirect,14466
Score (version 9),indirect,11070
Richards,indirect,9888
DeltaBlue,indirect,18817
Crypto,indirect,10076
RayTrace,indirect,25405
EarleyBoyer,indirect,14436
RegExp,indirect,1969
Splay,indirect,7352
SplayLatency,indirect,20825
NavierStokes,indirect,10189
PdfJS,indirect,5672
Mandreel,indirect,9173
MandreelLatency,indirect,19783
Gameboy,indirect,15918
CodeLoad,indirect,9518
Box2D,indirect,7056
zlib,indirect,25932
Typescript,indirect,14169
Score (version 9),indirect,11344
Richards,indirect,10795
DeltaBlue,indirect,18612
Crypto,indirect,10494
RayTrace,indirect,26418
EarleyBoyer,indirect,14079
RegExp,indirect,1879
Splay,indirect,7025
SplayLatency,indirect,16305
NavierStokes,indirect,12036
PdfJS,indirect,6795
Mandreel,indirect,7947
MandreelLatency,indirect,16899
Gameboy,indirect,16929
CodeLoad,indirect,9305
Box2D,indirect,11363
zlib,indirect,24905
Typescript,indirect,14861
Score (version 9),indirect,11590
Richards,indirect,10636
DeltaBlue,indirect,18196
Crypto,indirect,10126
RayTrace,indirect,26539
EarleyBoyer,indirect,13254
RegExp,indirect,2266
Splay,indirect,6837
SplayLatency,indirect,17504
NavierStokes,indirect,12048
PdfJS,indirect,7073
Mandreel,indirect,8416
MandreelLatency,indirect,19473
Gameboy,indirect,15102
CodeLoad,indirect,8901
Box2D,indirect,5342
zlib,indirect,26131
Typescript,indirect,14322
Score (version 9),indirect,11214
Richards,indirect,8889
DeltaBlue,indirect,15915
Crypto,indirect,10186
RayTrace,indirect,21934
EarleyBoyer,indirect,12959
RegExp,indirect,1998
Splay,indirect,7498
SplayLatency,indirect,17664
NavierStokes,indirect,9943
PdfJS,indirect,5646
Mandreel,indirect,7940
MandreelLatency,indirect,17014
Gameboy,indirect,14457
CodeLoad,indirect,9000
Box2D,indirect,6448
zlib,indirect,24644
Typescript,indirect,13829
Score (version 9),indirect,10516
Richards,indirect,9599
DeltaBlue,indirect,18546
Crypto,indirect,10703
RayTrace,indirect,25356
EarleyBoyer,indirect,14873
RegExp,indirect,2169
Splay,indirect,6699
SplayLatency,indirect,13751
NavierStokes,indirect,12036
PdfJS,indirect,7017
Mandreel,indirect,9465
MandreelLatency,indirect,21214
Gameboy,indirect,17254
CodeLoad,indirect,9649
Box2D,indirect,8093
zlib,indirect,25918
Typescript,indirect,14333
Score (version 9),indirect,11584
